price,postal_code,address,bed,full_bath,half_bath,property_area,property_type,latitude,longitude,year_built,years_old,distance_downtown,monthly_payments,lot_size,basement,garage
389983,T2M0Y5,433 19 AVE NW,2.0,1.0,,638.0,house,51.069441999999995,-114.06931100000001,1930.0,90.0,2.7436934021689576,1686.34,4682,1.0,1.0
604900,T2L1B4,2728 CONRAD DR NW,4.0,2.0,,1483.0,house,51.094963,-114.119026,1962.0,58.0,6.393069123155997,2615.66,5813,1.0,0.0
189900,T2Z4M4,1312 - 4975 130 AVE SE,2.0,2.0,,846.0,condo,50.929139,-113.964284,2003.0,17.0,14.996685993221643,821.15,,0.0,0.0
429900,T2K5A1,477 78 AVE NE,5.0,2.0,,956.0,house,51.120771000000005,-114.05578100000001,1972.0,48.0,8.52880329864193,1858.94,4596,1.0,1.0
279900,T2G5R1,359 - 333 RIVERFRONT AVE SE,2.0,2.0,,915.0,condo,51.050042,-114.05651499999999,2000.0,20.0,1.34476743991325,1210.32,,0.0,0.0
279900,T2G5R1,359 - 333 RIVERFRONT AVE SE,2.0,2.0,,915.0,condo,51.050042,-114.05651499999999,1987.0,33.0,1.34476743991325,1210.32,,0.0,0.0
279900,T2G5R1,359 - 333 RIVERFRONT AVE SE,2.0,2.0,,915.0,condo,51.050042,-114.05651499999999,,,1.34476743991325,1210.32,,0.0,0.0
279900,T2G5R1,359 - 333 RIVERFRONT AVE SE,2.0,2.0,,915.0,condo,51.050042,-114.05651499999999,2014.0,6.0,1.34476743991325,1020.49,,0.0,1.0
279900,T2G5R1,359 - 333 RIVERFRONT AVE SE,2.0,2.0,,915.0,condo,51.050042,-114.05651499999999,1979.0,41.0,1.34476743991325,1020.49,,0.0,1.0
236000,T2G5R1,265 - 333 RIVERFRONT AVE SE,2.0,2.0,,756.0,condo,51.050042,-114.05651499999999,2000.0,20.0,1.34476743991325,1210.32,,0.0,0.0
236000,T2G5R1,265 - 333 RIVERFRONT AVE SE,2.0,2.0,,756.0,condo,51.050042,-114.05651499999999,1987.0,33.0,1.34476743991325,1210.32,,0.0,0.0
236000,T2G5R1,265 - 333 RIVERFRONT AVE SE,2.0,2.0,,756.0,condo,51.050042,-114.05651499999999,,,1.34476743991325,1210.32,,0.0,0.0
236000,T2G5R1,265 - 333 RIVERFRONT AVE SE,2.0,2.0,,756.0,condo,51.050042,-114.05651499999999,2014.0,6.0,1.34476743991325,1020.49,,0.0,1.0
236000,T2G5R1,265 - 333 RIVERFRONT AVE SE,2.0,2.0,,756.0,condo,51.050042,-114.05651499999999,1979.0,41.0,1.34476743991325,1020.49,,0.0,1.0
475000,T2G5R4,29 Inglewood Grove SE,2.0,1.0,1.0,1184.0,townhouse,51.041869,-114.020577,2000.0,20.0,3.748665594476425,2053.96,1938,0.0,1.0
475000,T2G5R4,29 Inglewood Grove SE,2.0,1.0,1.0,1184.0,townhouse,51.041869,-114.020577,1995.0,25.0,3.748665594476425,2053.96,1938,0.0,1.0
475000,T2G5R4,29 Inglewood Grove SE,2.0,1.0,1.0,1184.0,townhouse,51.041869,-114.020577,,,3.748665594476425,2053.96,1938,0.0,1.0
475000,T2G5R4,29 Inglewood Grove SE,2.0,1.0,1.0,1184.0,townhouse,51.042491999999996,-114.01961999999999,,,3.809695479022753,1816.13,0Occ,1.0,1.0
475000,T2G5R4,29 Inglewood Grove SE,2.0,1.0,1.0,1184.0,townhouse,51.042491999999996,-114.01961999999999,1959.0,61.0,3.809695479022753,1816.13,0Occ,1.0,1.0
475000,T2G5R4,29 Inglewood Grove SE,2.0,1.0,1.0,1184.0,townhouse,51.042491999999996,-114.01961999999999,2006.0,14.0,3.809695479022753,1816.13,0Occ,1.0,1.0
420000,T2G5R4,86 Inglewood Grove SE,2.0,2.0,1.0,1190.0,townhouse,51.041869,-114.020577,2000.0,20.0,3.748665594476425,2053.96,1938,0.0,1.0
420000,T2G5R4,86 Inglewood Grove SE,2.0,2.0,1.0,1190.0,townhouse,51.041869,-114.020577,1995.0,25.0,3.748665594476425,2053.96,1938,0.0,1.0
420000,T2G5R4,86 Inglewood Grove SE,2.0,2.0,1.0,1190.0,townhouse,51.041869,-114.020577,,,3.748665594476425,2053.96,1938,0.0,1.0
420000,T2G5R4,86 Inglewood Grove SE,2.0,2.0,1.0,1190.0,townhouse,51.042491999999996,-114.01961999999999,,,3.809695479022753,1816.13,0Occ,1.0,1.0
420000,T2G5R4,86 Inglewood Grove SE,2.0,2.0,1.0,1190.0,townhouse,51.042491999999996,-114.01961999999999,1959.0,61.0,3.809695479022753,1816.13,0Occ,1.0,1.0
420000,T2G5R4,86 Inglewood Grove SE,2.0,2.0,1.0,1190.0,townhouse,51.042491999999996,-114.01961999999999,2006.0,14.0,3.809695479022753,1816.13,0Occ,1.0,1.0
499900,T2T3E6,406 - 1732 9A ST SW,2.0,2.0,,1200.0,condo,51.036589,-114.085277,1979.0,41.0,1.2212608225306332,2161.63,,0.0,1.0
499900,T2T3E6,406 - 1732 9A ST SW,2.0,2.0,,1200.0,condo,51.036589,-114.085277,2000.0,20.0,1.2212608225306332,2161.63,,0.0,1.0
499900,T2T3E6,406 - 1732 9A ST SW,2.0,2.0,,1200.0,condo,51.036589,-114.085277,1987.0,33.0,1.2212608225306332,2161.63,,0.0,1.0
259000,T2Z5C9,3411 - 99 COPPERSTONE PK SE,2.0,2.0,,916.0,condo,50.915074,-113.91895500000001,2017.0,3.0,18.069501226539096,1119.95,,0.0,1.0
259000,T2Z5C9,3411 - 99 COPPERSTONE PK SE,2.0,2.0,,916.0,condo,50.915074,-113.91895500000001,2000.0,20.0,18.069501226539096,1119.95,,0.0,1.0
259000,T2Z5C9,3411 - 99 COPPERSTONE PK SE,2.0,2.0,,916.0,condo,50.915074,-113.91895500000001,1995.0,25.0,18.069501226539096,1119.95,,0.0,1.0
259000,T2Z5C9,3411 - 99 COPPERSTONE PK SE,2.0,2.0,,916.0,condo,50.914679,-113.918667,2004.0,16.0,18.11677238877006,886.45,,0.0,0.0
259000,T2Z5C9,3411 - 99 COPPERSTONE PK SE,2.0,2.0,,916.0,condo,50.914679,-113.918667,2006.0,14.0,18.11677238877006,886.45,,0.0,0.0
205000,T2Z5C9,1201 - 99 COPPERSTONE PK SE,2.0,2.0,,812.0,condo,50.915074,-113.91895500000001,2017.0,3.0,18.069501226539096,1119.95,,0.0,1.0
205000,T2Z5C9,1201 - 99 COPPERSTONE PK SE,2.0,2.0,,812.0,condo,50.915074,-113.91895500000001,2000.0,20.0,18.069501226539096,1119.95,,0.0,1.0
205000,T2Z5C9,1201 - 99 COPPERSTONE PK SE,2.0,2.0,,812.0,condo,50.915074,-113.91895500000001,1995.0,25.0,18.069501226539096,1119.95,,0.0,1.0
205000,T2Z5C9,1201 - 99 COPPERSTONE PK SE,2.0,2.0,,812.0,condo,50.914679,-113.918667,2004.0,16.0,18.11677238877006,886.45,,0.0,0.0
205000,T2Z5C9,1201 - 99 COPPERSTONE PK SE,2.0,2.0,,812.0,condo,50.914679,-113.918667,2006.0,14.0,18.11677238877006,886.45,,0.0,0.0
375000,T2Z0X8,1186 NEW BRIGHTON PK SE,3.0,2.0,1.0,1436.0,house,50.914637,-113.94004699999999,2010.0,10.0,17.26355713417509,1621.55,2648,1.0,0.0
375000,T2Z0X8,1186 NEW BRIGHTON PK SE,3.0,2.0,1.0,1436.0,house,50.914637,-113.94004699999999,1979.0,41.0,17.26355713417509,1621.55,2648,1.0,0.0
375000,T2Z0X8,1186 NEW BRIGHTON PK SE,3.0,2.0,1.0,1436.0,house,50.914637,-113.94004699999999,2000.0,20.0,17.26355713417509,1621.55,2648,1.0,0.0
975000,T2T1K2,1917 28 AVE SW,3.0,2.0,2.0,2594.0,house,51.028386,-114.105589,2008.0,12.0,2.879097505022983,4216.02,3122,1.0,1.0
975000,T2T1K2,1917 28 AVE SW,3.0,2.0,2.0,2594.0,house,51.028386,-114.105589,2017.0,3.0,2.879097505022983,4216.02,3122,1.0,1.0
975000,T2T1K2,1917 28 AVE SW,3.0,2.0,2.0,2594.0,house,51.028386,-114.105589,2000.0,20.0,2.879097505022983,4216.02,3122,1.0,1.0
355000,T3J2B6,25 Saddlestone  Link NE,,,,1262.0,townhouse,51.127745000000004,-113.92721,2020.0,0.0,13.781763591313387,1535.06,naOc,0.0,1.0
355000,T3J2B6,25 Saddlestone  Link NE,,,,1262.0,townhouse,51.127745000000004,-113.92721,2010.0,10.0,13.781763591313387,1535.06,naOc,0.0,1.0
355000,T3J2B6,25 Saddlestone  Link NE,,,,1262.0,townhouse,51.127745000000004,-113.92721,1979.0,41.0,13.781763591313387,1535.06,naOc,0.0,1.0
1149000,T3H0W3,12 TIMBERLINE GATE SW,4.0,3.0,1.0,2951.0,house,51.02492,-114.21008300000001,,,9.778752946110352,,,0.0,0.0
1149000,T3H0W3,12 TIMBERLINE GATE SW,4.0,3.0,1.0,2951.0,house,51.02492,-114.21008300000001,2008.0,12.0,9.778752946110352,,,0.0,0.0
1149000,T3H0W3,12 TIMBERLINE GATE SW,4.0,3.0,1.0,2951.0,house,51.02492,-114.21008300000001,2017.0,3.0,9.778752946110352,,,0.0,0.0
265000,T2E0J9,303 - 515 4 AVE NE,2.0,2.0,,601.0,condo,51.055663,-114.05166499999999,,,1.962070126592149,1145.89,,0.0,0.0
265000,T2E0J9,303 - 515 4 AVE NE,2.0,2.0,,601.0,condo,51.055663,-114.05166499999999,2020.0,0.0,1.962070126592149,1145.89,,0.0,0.0
265000,T2E0J9,303 - 515 4 AVE NE,2.0,2.0,,601.0,condo,51.055663,-114.05166499999999,2010.0,10.0,1.962070126592149,1145.89,,0.0,0.0
265000,T2E0J9,303 - 515 4 AVE NE,2.0,2.0,,601.0,condo,51.055663,-114.05166499999999,2010.0,10.0,1.962070126592149,994.33,,0.0,0.0
229950,T2E0J9,113 - 515 4 AVE NE,1.0,1.0,,436.0,condo,51.055663,-114.05166499999999,,,1.962070126592149,1145.89,,0.0,0.0
229950,T2E0J9,113 - 515 4 AVE NE,1.0,1.0,,436.0,condo,51.055663,-114.05166499999999,2020.0,0.0,1.962070126592149,1145.89,,0.0,0.0
229950,T2E0J9,113 - 515 4 AVE NE,1.0,1.0,,436.0,condo,51.055663,-114.05166499999999,2010.0,10.0,1.962070126592149,1145.89,,0.0,0.0
229950,T2E0J9,113 - 515 4 AVE NE,1.0,1.0,,436.0,condo,51.055663,-114.05166499999999,2010.0,10.0,1.962070126592149,994.33,,0.0,0.0
654900,T3M2B5,7912 MASTERS BLVD SE,3.0,3.0,1.0,2473.0,house,50.895594,-113.92136200000002,2016.0,4.0,19.753992854903917,2831.87,4219,1.0,1.0
654900,T3M2B5,7912 MASTERS BLVD SE,3.0,3.0,1.0,2473.0,house,50.895594,-113.92136200000002,,,19.753992854903917,2831.87,4219,1.0,1.0
654900,T3M2B5,7912 MASTERS BLVD SE,3.0,3.0,1.0,2473.0,house,50.895594,-113.92136200000002,2008.0,12.0,19.753992854903917,2831.87,4219,1.0,1.0
539900,T3N0B2,349 SKYVIEW RANCH WAY NE,4.0,2.0,1.0,2522.0,house,51.160546999999994,-113.96628999999999,2014.0,6.0,14.895498149209022,2334.59,3806,1.0,1.0
539900,T3N0B2,349 SKYVIEW RANCH WAY NE,4.0,2.0,1.0,2522.0,house,51.160546999999994,-113.96628999999999,,,14.895498149209022,2334.59,3806,1.0,1.0
539900,T3N0B2,349 SKYVIEW RANCH WAY NE,4.0,2.0,1.0,2522.0,house,51.160546999999994,-113.96628999999999,2020.0,0.0,14.895498149209022,2334.59,3806,1.0,1.0
465000,T2W1L4,815 CANFORD CRES SW,3.0,2.0,1.0,1420.0,house,50.947037,-114.080699,2010.0,10.0,10.90090546756191,2010.72,6598,1.0,1.0
465000,T2W1L4,815 CANFORD CRES SW,3.0,2.0,1.0,1420.0,house,50.947037,-114.080699,2016.0,4.0,10.90090546756191,2010.72,6598,1.0,1.0
465000,T2W1L4,815 CANFORD CRES SW,3.0,2.0,1.0,1420.0,house,50.947037,-114.080699,,,10.90090546756191,2010.72,6598,1.0,1.0
599900,T3A4R7,8237 EDGEBROOK DR NW,3.0,2.0,2.0,2145.0,house,51.129559,-114.13799399999999,1968.0,52.0,10.420613210638823,2594.04,5705,1.0,1.0
599900,T3A4R7,8237 EDGEBROOK DR NW,3.0,2.0,2.0,2145.0,house,51.129559,-114.13799399999999,2014.0,6.0,10.420613210638823,2594.04,5705,1.0,1.0
